metric_code,record_scope,kind,slot,logical_type,width_bytes,applicability,state_semantics,storage_action,occurrence_formula,aggregate_rule,failure_semantics,status
rel.outer.event_coverage,outer_core,reliability,31,BOOL,8,every_outer_identity,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,sum_rel_cells(M_c);M_c=0_if_I_R3=0_and_I_complete_iff_M_c=R_with_no_integrity_mismatch,event_bit=12;VALUE_bool_every_outer;success=ci_and_final_truth_VALUE_and_ci_lower<=truth_alpha_final<=ci_upper;nonestimable_or_not_reached=false,applicable_event_is_always_VALUE_bool;scientific_nonestimability_is_false,freeze_candidate
rel.aggregate.coverage,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit12=true);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05;accept_lower>=0.945,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.complete_gate,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit11=true);N=R=120000;scientific_nonestimable_or_not_reached_counts_failure;CP_two_sided_alpha=0.05;descriptive,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.outer_nonestimable,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit13=true);N=R=120000;bit13_true_for_undefined_observed_or_bootstrap_statistic_quota_miss_empty_required_class_denominator_or_missingness_span_failure;CP_two_sided_alpha=0.05;ordinary_numeric_gate_threshold_miss_alone_is_not_nonestimability,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.any_undefined_bootstrap,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(undefined_bootstrap_count>0);N=R=120000;event_mask_bit14;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_alpha_point,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit0=false);N=R=120000;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_alpha_lower,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit1=false);N=R=120000;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_macro,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit2=false);N=R=120000;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_class_c0,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,K_g<=0=>state_INAPPLICABLE;K_g>0_and_I_R3=0=>state_NOT_REACHED_trials=0_no_interval;K_g>0_and_I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;K_g>0_and_I_R3=1_and_I_complete=1=>x=sum_j I(event_bit3=false);N=R=120000_when_K>0;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_class_c1,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,K_g<=1=>state_INAPPLICABLE;K_g>1_and_I_R3=0=>state_NOT_REACHED_trials=0_no_interval;K_g>1_and_I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;K_g>1_and_I_R3=1_and_I_complete=1=>x=sum_j I(event_bit4=false);N=R=120000_when_K>1;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_class_c2,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_K_g>2_and_I_R3=1_and_I_complete=1;NOT_REACHED_if_K_g>2_and_(I_R3=0_or_I_complete=0);INAPPLICABLE_if_K_g<=2,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,K_g<=2=>state_INAPPLICABLE;K_g>2_and_I_R3=0=>state_NOT_REACHED_trials=0_no_interval;K_g>2_and_I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;K_g>2_and_I_R3=1_and_I_complete=1=>x=sum_j I(event_bit5=false);N=R=120000_when_K>2;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_class_c3,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_K_g>3_and_I_R3=1_and_I_complete=1;NOT_REACHED_if_K_g>3_and_(I_R3=0_or_I_complete=0);INAPPLICABLE_if_K_g<=3,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,K_g<=3=>state_INAPPLICABLE;K_g>3_and_I_R3=0=>state_NOT_REACHED_trials=0_no_interval;K_g>3_and_I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;K_g>3_and_I_R3=1_and_I_complete=1=>x=sum_j I(event_bit6=false);N=R=120000_when_K>3;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_allocation,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit7=false);N=R=120000;not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_missing_overall,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit8=false);N=R=120000;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_missing_reader_span,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit9=false);N=R=120000;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.failure_missing_arm_span,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,I_R3=0=>state_NOT_REACHED_trials=0_no_interval;I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;I_R3=1_and_I_complete=1=>x=sum_j I(event_bit10=false);N=R=120000;nonvalue_or_not_reached_is_failure;CP_two_sided_alpha=0.05,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.false_promotion,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_final_truth_resolved_null_or_boundary_and_I_R3=1_and_I_complete=1;NOT_REACHED_if_truth_unavailable_or_resolved_null_or_boundary_and_(I_R3=0_or_I_complete=0);INAPPLICABLE_only_if_resolved_strict_alternative,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,final_truth_classification_unavailable=>state_NOT_REACHED_trials=0_no_interval;final_truth_resolved_strict_alternative=>state_INAPPLICABLE;final_truth_resolved_null_or_boundary_and_I_R3=0=>state_NOT_REACHED_trials=0_no_interval;final_truth_resolved_null_or_boundary_and_I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval;final_truth_resolved_null_or_boundary_and_I_R3=1_and_I_complete=1=>x=sum_j I(event_bit11=true);N=R=120000;applicable_if_final_truth_alpha<=0.67_or_macro<=0.80_or_any_required_positive<=0.70;CP_one_sided_upper_alpha=0.05;accept_upper<=0.055,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.planning_power,cell_aggregate_event,reliability,event_registry,U64_trials+U64_successes+F64_estimate+ENUM8_interval+F64_alpha+F64_lower+F64_upper,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_manifest_planning_member_and_I_R3=1_and_I_complete=1;NOT_REACHED_if_planning_member_and_(I_R3=0_or_I_complete=0);INAPPLICABLE_if_nonmember,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_stateful_field_per_reliability_candidate,manifest_planning_membership=0=>state_INAPPLICABLE;manifest_planning_membership=1_and_I_R3=0=>state_NOT_REACHED_trials=0_no_interval;manifest_planning_membership=1_and_I_R3=1_and_I_complete=0=>state_NOT_REACHED_trials=0_no_interval_completion_or_integrity_failure;manifest_planning_membership=1_and_I_R3=1_and_I_complete=1=>x=sum_j I(event_bit11=true);N=R=120000;applicable_if_planning_family_and_all_final_truths_above_gate_thresholds;CP_one_sided_lower_alpha=0.05/4416;family_accept_sum_axis(1-min_lower)<=0.10,I_complete=1_iff_completion_bitmap_has_all_R_bits_and_exactly_one_integrity_valid_canonical_record_per_outer_identity;I_R3_static_failure_marks_aggregate_NOT_REACHED_and_family_static_failure;I_complete=0_always_marks_aggregate_NOT_REACHED_without_imputation_or_partial_denominator;integrity_schema_or_unequal_duplicate_mismatch_is_conclusive_family_FAIL_and_failed_inventory_member;absence_or_incomplete_records_without_conclusive_mismatch_is_infrastructure_missing_and_family_INCOMPLETE_unless_another_FAIL_dominates;scientific_failure_inside_a_complete_R_run_remains_in_fixed_R_denominator,freeze_candidate
rel.aggregate.undefined_bootstrap_fraction,cell_aggregate_descriptive,reliability,aggregate_extension,U64_sum+U64_fixed_denominator+F64_fraction,typed_aggregate_extension,audit_record_every_reliability_cell;VALUE_only_if_I_R3=1_and_I_complete=1;NOT_REACHED_if_I_R3=0_or_I_complete=0,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_per_reliability_cell,I_R3=1_and_I_complete=1=>sum_undefined/(R*B);I_R3=0_or_I_complete=0=>state_NOT_REACHED_denominator=0_no_fraction;no_binomial_interval,descriptive_only;I_R3_static_failure_or_infrastructure_incompletion_is_not_a_zero_undefined_fraction,freeze_candidate
rel.family.candidate_count,family_aggregate,reliability,family_extension,U32,typed_family_extension,VALUE_after_manifest_identity_verification;independent_of_execution_outcomes,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,exactly_10847_manifest_candidates,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
rel.family.coverage_check_count,family_aggregate,reliability,family_extension,U32,typed_family_extension,VALUE_as_required_manifest_count_10847;resolved_and_missing_outcomes_are_separately_inventoried,2bit:VALUE|INAPPLICABLE|SCIENTIFIC_UNDEFINED|NOT_REACHED;non-VALUE payload=canonical_zero;NaN_prohibited_as_state,persist,one_reliability_family_record,all_10847_candidate_coverage_or_static_failure_outcomes,outer_scientific_nonestimability_is_retained_inside_fixed_R_event_counts_not_automatic_family_incompletion;deterministic_precedence_is_conclusive_FAIL_over_INCOMPLETE_over_PASS,freeze_candidate
